review_id,order_id,product_id,customer_id,rating,review_text,review_date,helpful_count
REV00272,ORD002720,PRD243,CUST0015,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-06-24,0
REV00273,ORD001718,PRD243,CUST0655,5,"Bagus banget, packaging juga aman.",2023-05-18,0
REV00274,ORD002789,PRD183,CUST0022,3,,2024-11-21,7
REV00275,ORD000873,PRD005,CUST0754,5,,2023-04-23,0
REV00276,ORD002606,PRD069,CUST0611,5,"Agak mengecewakan, bahannya panas.",2024-03-14,0
REV00277,ORD000314,PRD147,CUST0063,5,"Pelayanan seller ramah, fast response.",2024-03-04,28
REV00278,ORD002345,PRD087,CUST0104,3,"Mantap, langganan terus dari sini.",2022-03-27,6
REV00279,ORD000345,PRD084,CUST0626,1,"Awalnya ragu, ternyata kualitasnya oke.",2022-07-30,8
REV00280,ORD000684,PRD129,CUST0690,3,"Pengiriman cepat, packaging rapi.",2025-02-26,18
REV00281,ORD002486,PRD251,CUST0410,5,"Bahannya enak banget, jahitan rapi. Recommended!",2024-08-28,0
REV00282,ORD000338,PRD211,CUST0670,5,"Modelnya keren, fit di badan.",2024-01-07,42
REV00283,ORD001559,PRD105,CUST0419,4,"Cocok buat hangout, modelnya kekinian.",2024-02-25,0
REV00284,ORD001190,PRD227,CUST0729,2,Pengiriman ngaret tapi barang bagus.,2023-09-28,0
REV00285,ORD001781,PRD024,CUST0108,5,"Bagus banget, suka sama designnya.",2022-08-11,0
REV00286,ORD002176,PRD029,CUST0306,2,Pengiriman ngaret tapi barang bagus.,2022-05-29,27
REV00287,ORD002519,PRD293,CUST0800,3,"Pelayanan seller ramah, fast response.",2024-04-07,7
REV00288,ORD002671,PRD096,CUST0108,5,"Suka banget, repeat order pasti.",2024-11-10,0
REV00289,ORD000570,PRD188,CUST0262,4,"Ukuran agak kekecilan, tapi bahan oke.",2023-04-17,0
REV00290,ORD001540,PRD234,CUST0498,4,"Bagus banget, packaging juga aman.",2025-01-05,0
REV00291,ORD000173,PRD211,CUST0664,3,"Produk sampai dengan cepat, sesuai ekspektasi.",2022-08-29,0
REV00292,ORD002729,PRD131,CUST0677,5,"Tidak sesuai ekspektasi, kurang puas.",2025-02-23,10
REV00293,ORD002143,PRD229,CUST0654,2,"Ukuran sesuai size chart, recommended.",2024-06-23,18
REV00294,ORD002020,PRD116,CUST0790,5,"Modelnya simple, gampang di-mix and match.",2025-02-02,0
REV00295,ORD001037,PRD280,CUST0383,5,"Cocok buat hangout, modelnya kekinian.",2023-05-05,0
REV00296,ORD001586,PRD033,CUST0597,3,"Bagus banget, suka sama designnya.",2024-04-27,12
REV00297,ORD001873,PRD136,CUST0154,5,"Untuk harga segini, kualitasnya mantap.",2024-01-17,3
REV00298,ORD001972,PRD094,CUST0170,4,Produknya bagus tapi pengiriman lama.,2023-03-17,0
REV00299,ORD002655,PRD052,CUST0513,3,"Ukuran agak kekecilan, tapi bahan oke.",2023-08-14,0
REV00300,ORD001228,PRD050,CUST0612,5,"Modelnya simple, gampang di-mix and match.",2023-05-17,0
REV00301,ORD002682,PRD143,CUST0606,4,"Suka banget, repeat order pasti.",2024-01-06,0
REV00302,ORD001597,PRD189,CUST0256,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-10-06,0
REV00303,ORD002356,PRD215,CUST0751,4,"Ukuran agak kekecilan, tapi bahan oke.",2025-02-10,6
REV00304,ORD001273,PRD051,CUST0161,5,"Awalnya ragu, ternyata kualitasnya oke.",2023-11-13,2
REV00305,ORD000600,PRD194,CUST0215,1,"Bahan adem, cocok buat sehari-hari.",2023-10-15,0
REV00306,ORD000792,PRD051,CUST0110,4,"Tidak sesuai ekspektasi, kurang puas.",2022-07-31,0
REV00307,ORD000978,PRD115,CUST0115,4,"Suka banget, repeat order pasti.",2024-05-17,0
REV00308,ORD002021,PRD298,CUST0297,2,"Pengiriman cepat, packaging rapi.",2022-12-21,13
REV00309,ORD001045,PRD157,CUST0456,5,"Bagus banget, packaging juga aman.",2023-10-31,49
REV00310,ORD000075,PRD088,CUST0388,4,Kualitas oke untuk harga segini.,2024-04-27,0
REV00311,ORD001200,PRD248,CUST0688,5,,2024-10-17,20
REV00312,ORD001729,PRD006,CUST0448,4,Pengiriman ngaret tapi barang bagus.,2024-07-05,0
REV00313,ORD002593,PRD215,CUST0665,1,"Produk original, terima kasih seller.",2023-01-19,10
REV00314,ORD002420,PRD051,CUST0626,5,"Ukuran sesuai size chart, recommended.",2023-01-17,10
REV00315,ORD001468,PRD194,CUST0317,3,Kualitas oke untuk harga segini.,2025-01-17,8
REV00316,ORD002183,PRD150,CUST0181,4,,2024-04-16,13
REV00317,ORD001632,PRD204,CUST0528,4,"Kainnya tipis, agak kecewa.",2023-10-15,8
REV00318,ORD001694,PRD121,CUST0468,4,"Modelnya simple, gampang di-mix and match.",2022-08-14,9
REV00319,ORD002621,PRD037,CUST0691,1,"Untuk harga segini, kualitasnya mantap.",2023-11-15,0
REV00320,ORD001379,PRD099,CUST0320,5,"Ukuran pas di badan, warna sesuai foto.",2024-01-14,12
REV00321,ORD002922,PRD293,CUST0627,4,"Cocok buat hangout, modelnya kekinian.",2023-06-10,6
REV00322,ORD000460,PRD014,CUST0777,2,"Suka banget, repeat order pasti.",2024-07-03,0
REV00323,ORD001598,PRD164,CUST0558,5,"Kainnya tipis, agak kecewa.",2023-12-09,29
REV00324,ORD002967,PRD006,CUST0191,4,"Suka banget, repeat order pasti.",2022-01-14,0
REV00325,ORD001386,PRD061,CUST0789,3,"Modelnya simple, gampang di-mix and match.",2023-08-06,5
REV00326,ORD001074,PRD132,CUST0157,5,"Suka banget, repeat order pasti.",2024-03-20,10
REV00327,ORD002035,PRD120,CUST0423,5,"Agak mengecewakan, bahannya panas.",2023-04-03,0
REV00328,ORD000063,PRD047,CUST0324,4,Worth it dengan harganya.,2023-05-06,0
REV00329,ORD000352,PRD039,CUST0556,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2025-02-09,26
REV00330,ORD002877,PRD072,CUST0700,2,"Untuk harga segini, kualitasnya mantap.",2022-11-23,24
REV00331,ORD000153,PRD078,CUST0482,4,"Cocok buat hangout, modelnya kekinian.",2022-11-26,23
REV00332,ORD002979,PRD268,CUST0277,3,"Awalnya ragu, ternyata kualitasnya oke.",2023-04-25,6
REV00333,ORD001777,PRD238,CUST0375,5,Pengiriman ngaret tapi barang bagus.,2024-06-06,0
REV00334,ORD002081,PRD113,CUST0262,3,"Modelnya simple, gampang di-mix and match.",2024-07-15,1
REV00335,ORD000449,PRD241,CUST0779,5,"Agak mengecewakan, bahannya panas.",2022-04-16,0
REV00336,ORD001001,PRD285,CUST0308,3,"Kainnya tipis, agak kecewa.",2022-07-05,41
REV00337,ORD002410,PRD175,CUST0576,5,"Awalnya ragu, ternyata kualitasnya oke.",2022-05-28,4
REV00338,ORD001518,PRD037,CUST0245,5,Produknya bagus tapi pengiriman lama.,2024-09-23,11
REV00339,ORD001652,PRD056,CUST0290,4,"Cocok buat hangout, modelnya kekinian.",2023-09-03,3
REV00340,ORD000407,PRD111,CUST0177,4,Wah ini sih murah meriah tapi berkualitas.,2023-02-22,8
REV00341,ORD000420,PRD005,CUST0041,1,"Awalnya ragu, ternyata kualitasnya oke.",2024-02-16,3
REV00342,ORD002796,PRD011,CUST0416,5,,2023-10-02,10
REV00343,ORD001253,PRD284,CUST0626,4,Wah ini sih murah meriah tapi berkualitas.,2023-04-23,6
REV00344,ORD000395,PRD166,CUST0085,4,"Ukuran pas di badan, warna sesuai foto.",2023-05-10,0
REV00345,ORD000544,PRD255,CUST0728,2,,2023-04-07,25
REV00346,ORD000007,PRD013,CUST0170,1,"Bagus banget, suka sama designnya.",2022-02-11,0
REV00347,ORD002044,PRD097,CUST0663,4,,2025-03-04,0
REV00348,ORD000547,PRD241,CUST0001,3,"Bagus banget, packaging juga aman.",2024-08-22,2
REV00349,ORD000724,PRD179,CUST0488,5,"Bagus banget, packaging juga aman.",2024-12-17,5
REV00350,ORD000859,PRD286,CUST0328,5,"Agak mengecewakan, bahannya panas.",2024-01-02,10
REV00351,ORD002688,PRD018,CUST0414,5,"Pelayanan seller ramah, fast response.",2024-03-16,9
REV00352,ORD000388,PRD007,CUST0600,4,"Produk original, terima kasih seller.",2023-06-06,3
REV00353,ORD000057,PRD023,CUST0096,5,,2023-04-23,6
REV00354,ORD002457,PRD058,CUST0037,2,"Bahan premium, jahitan kuat.",2022-03-05,0
REV00355,ORD000049,PRD235,CUST0679,5,"Bahan adem, cocok buat sehari-hari.",2023-09-07,0
REV00356,ORD000644,PRD172,CUST0724,2,"Suka banget, repeat order pasti.",2024-01-14,0
REV00357,ORD002028,PRD288,CUST0539,5,Kualitas oke untuk harga segini.,2025-01-12,0
REV00358,ORD002321,PRD054,CUST0669,3,"Cocok buat hangout, modelnya kekinian.",2023-03-16,10
REV00359,ORD000431,PRD168,CUST0143,2,"Untuk harga segini, kualitasnya mantap.",2024-06-09,0
REV00360,ORD001064,PRD012,CUST0146,3,"Modelnya simple, gampang di-mix and match.",2025-02-24,0
REV00361,ORD000106,PRD088,CUST0270,3,"Cocok buat hangout, modelnya kekinian.",2022-04-13,5
REV00362,ORD000241,PRD253,CUST0211,4,"Cocok buat hangout, modelnya kekinian.",2025-01-03,2
REV00363,ORD002559,PRD179,CUST0615,5,"Mantap, langganan terus dari sini.",2023-01-16,12
REV00364,ORD001994,PRD158,CUST0397,1,,2022-01-06,0
REV00365,ORD000011,PRD191,CUST0225,4,"Bagus banget, packaging juga aman.",2023-04-04,6
REV00366,ORD002337,PRD227,CUST0357,5,"Suka banget, repeat order pasti.",2023-06-10,19
REV00367,ORD000604,PRD067,CUST0117,4,"Ukuran pas di badan, warna sesuai foto.",2024-02-19,5
REV00368,ORD002254,PRD184,CUST0566,5,"Bahan adem, cocok buat sehari-hari.",2023-01-29,29
REV00369,ORD001111,PRD286,CUST0718,4,"Pengiriman cepat, packaging rapi.",2024-11-04,0
REV00370,ORD000624,PRD070,CUST0721,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-11-20,0
REV00371,ORD000019,PRD255,CUST0539,5,"Cocok buat hangout, modelnya kekinian.",2022-10-13,3
REV00372,ORD002852,PRD174,CUST0613,4,"Produk original, terima kasih seller.",2023-01-29,10
REV00373,ORD001608,PRD225,CUST0449,5,,2023-11-24,0
REV00374,ORD001170,PRD295,CUST0663,4,"Bahan adem, cocok buat sehari-hari.",2022-08-20,0
REV00375,ORD002095,PRD148,CUST0033,2,"Ukuran pas di badan, warna sesuai foto.",2024-01-19,0
REV00376,ORD000118,PRD260,CUST0339,4,"Cocok buat hangout, modelnya kekinian.",2024-11-02,8
REV00377,ORD000907,PRD066,CUST0070,5,"Modelnya keren, fit di badan.",2022-10-04,7
REV00378,ORD002042,PRD078,CUST0566,4,"Bagus banget, packaging juga aman.",2022-11-27,0
REV00379,ORD000331,PRD178,CUST0079,4,"Cocok buat hangout, modelnya kekinian.",2024-02-10,0
REV00380,ORD000321,PRD117,CUST0499,3,"Bahan adem, cocok buat sehari-hari.",2023-05-08,16
REV00381,ORD000716,PRD256,CUST0771,5,Worth it dengan harganya.,2023-08-25,0
REV00382,ORD002869,PRD165,CUST0447,4,Produknya bagus tapi pengiriman lama.,2022-11-01,29
REV00383,ORD002269,PRD150,CUST0486,5,Kualitas oke untuk harga segini.,2024-03-01,0
REV00384,ORD001375,PRD238,CUST0585,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-01-30,12
REV00385,ORD002784,PRD165,CUST0454,4,"Pengiriman cepat, packaging rapi.",2023-04-19,0
REV00386,ORD000622,PRD119,CUST0797,5,"Pengiriman cepat, packaging rapi.",2024-06-19,0
REV00387,ORD001760,PRD260,CUST0250,1,"Produk original, terima kasih seller.",2023-07-15,36
REV00388,ORD001428,PRD080,CUST0685,5,Warna agak beda dari foto.,2025-01-18,0
REV00389,ORD000986,PRD270,CUST0243,3,Pengiriman ngaret tapi barang bagus.,2024-08-08,1
REV00390,ORD002458,PRD218,CUST0631,5,"Modelnya simple, gampang di-mix and match.",2024-08-29,0
REV00391,ORD001340,PRD046,CUST0220,5,Wah ini sih murah meriah tapi berkualitas.,2025-01-18,0
REV00392,ORD000452,PRD283,CUST0787,3,"Jahitannya kurang rapi, tapi masih bisa dipake.",2022-08-06,16
REV00393,ORD002676,PRD024,CUST0348,4,Kualitas oke untuk harga segini.,2023-12-09,1
REV00394,ORD001208,PRD053,CUST0168,3,Warna agak beda dari foto.,2022-03-29,0
REV00395,ORD001034,PRD232,CUST0788,4,"Tidak sesuai ekspektasi, kurang puas.",2023-03-15,0
REV00396,ORD001776,PRD180,CUST0588,5,"Kainnya tipis, agak kecewa.",2023-05-27,27
REV00397,ORD001475,PRD169,CUST0684,5,Wah ini sih murah meriah tapi berkualitas.,2025-02-24,45
REV00398,ORD002992,PRD261,CUST0224,3,"Pelayanan seller ramah, fast response.",2023-05-13,0
REV00399,ORD002305,PRD266,CUST0173,4,,2024-12-20,0
REV00400,ORD001356,PRD112,CUST0499,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-02-04,0
REV00401,ORD001199,PRD183,CUST0093,5,"Produk original, terima kasih seller.",2024-10-22,5
REV00402,ORD002831,PRD034,CUST0413,4,"Jahitannya kurang rapi, tapi masih bisa dipake.",2025-02-11,13
REV00403,ORD000135,PRD118,CUST0710,5,"Ukuran pas di badan, warna sesuai foto.",2023-06-07,38
REV00404,ORD002887,PRD206,CUST0781,1,"Jahitannya kurang rapi, tapi masih bisa dipake.",2022-10-07,2
REV00405,ORD002165,PRD170,CUST0252,3,"Kainnya tipis, agak kecewa.",2024-07-18,0
REV00406,ORD001238,PRD193,CUST0768,4,"Ukuran sesuai size chart, recommended.",2023-09-26,7
REV00407,ORD002514,PRD058,CUST0466,5,Wah ini sih murah meriah tapi berkualitas.,2023-02-06,36
REV00408,ORD000649,PRD299,CUST0454,5,"Bagus banget, packaging juga aman.",2023-01-16,0
REV00409,ORD002359,PRD073,CUST0374,1,"Bahannya enak banget, jahitan rapi. Recommended!",2024-03-07,6
REV00410,ORD001578,PRD216,CUST0454,5,"Sesuai deskripsi, akan beli lagi.",2023-01-16,4
REV00411,ORD002615,PRD046,CUST0412,2,"Pengiriman cepat, packaging rapi.",2023-07-23,0
REV00412,ORD002654,PRD145,CUST0369,1,"Modelnya simple, gampang di-mix and match.",2025-01-21,1
REV00413,ORD002279,PRD097,CUST0658,5,"Suka banget, repeat order pasti.",2024-09-21,0
REV00414,ORD001214,PRD268,CUST0087,4,,2022-07-17,10
REV00415,ORD000639,PRD033,CUST0153,3,"Untuk harga segini, kualitasnya mantap.",2023-02-19,8
REV00416,ORD000786,PRD281,CUST0103,5,"Bagus banget, suka sama designnya.",2023-05-15,5
REV00417,ORD002706,PRD265,CUST0400,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-12-19,44
REV00418,ORD002893,PRD190,CUST0195,5,"Untuk harga segini, kualitasnya mantap.",2024-05-16,0
REV00419,ORD001830,PRD046,CUST0406,1,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-06-18,0
REV00420,ORD000568,PRD192,CUST0776,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-07-06,0
REV00421,ORD000522,PRD193,CUST0711,4,"Bagus banget, packaging juga aman.",2024-12-06,0
REV00422,ORD002303,PRD088,CUST0510,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-11-16,1
REV00423,ORD000252,PRD195,CUST0777,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-03-21,0
REV00424,ORD000526,PRD058,CUST0594,5,,2025-01-30,0
REV00425,ORD001977,PRD268,CUST0175,5,"Pelayanan seller ramah, fast response.",2024-05-11,8
REV00426,ORD000003,PRD076,CUST0306,4,"Suka banget, repeat order pasti.",2022-07-14,4
REV00427,ORD000678,PRD275,CUST0360,4,"Tidak sesuai ekspektasi, kurang puas.",2024-11-13,6
REV00428,ORD002712,PRD028,CUST0170,5,Kualitas oke untuk harga segini.,2025-02-04,0
REV00429,ORD001325,PRD186,CUST0438,4,"Produk original, terima kasih seller.",2024-12-23,8
REV00430,ORD002841,PRD068,CUST0225,5,"Agak mengecewakan, bahannya panas.",2023-10-05,0
REV00431,ORD002634,PRD134,CUST0296,4,Worth it dengan harganya.,2022-05-08,0
REV00432,ORD002643,PRD271,CUST0754,4,Worth it dengan harganya.,2024-08-29,1
REV00433,ORD001344,PRD044,CUST0585,5,"Pengiriman cepat, packaging rapi.",2024-02-04,10
REV00434,ORD001118,PRD014,CUST0474,4,Wah ini sih murah meriah tapi berkualitas.,2024-10-31,3
REV00435,ORD002184,PRD014,CUST0307,5,Kualitas oke untuk harga segini.,2022-05-20,0
REV00436,ORD001315,PRD231,CUST0199,5,"Bagus banget, packaging juga aman.",2023-01-10,0
REV00437,ORD000539,PRD165,CUST0035,5,"Suka banget, repeat order pasti.",2025-01-07,30
REV00438,ORD001769,PRD255,CUST0346,5,"Awalnya ragu, ternyata kualitasnya oke.",2022-07-09,20
REV00439,ORD000669,PRD039,CUST0297,5,"Pelayanan seller ramah, fast response.",2022-03-28,5
REV00440,ORD002713,PRD273,CUST0028,5,"Awalnya ragu, ternyata kualitasnya oke.",2023-05-27,0
REV00441,ORD000709,PRD291,CUST0726,3,"Mantap, langganan terus dari sini.",2023-02-02,0
REV00442,ORD002687,PRD021,CUST0513,5,"Bagus banget, packaging juga aman.",2024-05-23,0
REV00443,ORD002228,PRD081,CUST0670,5,"Bahan premium, jahitan kuat.",2023-12-24,0
REV00444,ORD001052,PRD056,CUST0175,4,"Modelnya keren, fit di badan.",2024-03-16,0
REV00445,ORD002765,PRD239,CUST0253,5,Warna agak beda dari foto.,2022-02-15,3
REV00446,ORD001741,PRD176,CUST0311,5,"Bagus banget, suka sama designnya.",2024-02-19,0
REV00447,ORD000285,PRD079,CUST0699,5,"Tidak sesuai ekspektasi, kurang puas.",2023-04-12,0
REV00448,ORD000188,PRD171,CUST0737,5,"Tidak sesuai ekspektasi, kurang puas.",2023-01-21,2
REV00449,ORD002641,PRD189,CUST0470,4,"Ukuran agak kekecilan, tapi bahan oke.",2024-12-19,24
REV00450,ORD002091,PRD297,CUST0751,5,"Mantap, langganan terus dari sini.",2025-01-31,0
REV00451,ORD002167,PRD185,CUST0146,5,Wah ini sih murah meriah tapi berkualitas.,2024-04-17,0
REV00452,ORD002949,PRD265,CUST0750,5,Kualitas oke untuk harga segini.,2022-04-30,14
REV00453,ORD002241,PRD212,CUST0686,5,"Tidak sesuai ekspektasi, kurang puas.",2023-02-28,0
REV00454,ORD001594,PRD208,CUST0659,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-10-20,0
REV00455,ORD000764,PRD017,CUST0708,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-09-05,7
REV00456,ORD000127,PRD165,CUST0728,5,"Kainnya tipis, agak kecewa.",2023-06-10,0
REV00457,ORD001961,PRD034,CUST0222,4,"Untuk harga segini, kualitasnya mantap.",2023-03-31,0
REV00458,ORD000619,PRD040,CUST0692,4,Kualitas oke untuk harga segini.,2024-04-25,24
REV00459,ORD000092,PRD290,CUST0630,1,"Produk original, terima kasih seller.",2024-01-09,10
REV00460,ORD000840,PRD107,CUST0492,5,"Modelnya keren, fit di badan.",2023-06-04,4
REV00461,ORD002037,PRD233,CUST0180,5,"Suka banget, repeat order pasti.",2022-07-26,0
REV00462,ORD002059,PRD029,CUST0540,5,,2023-06-11,18
REV00463,ORD002431,PRD020,CUST0516,5,"Ukuran pas di badan, warna sesuai foto.",2024-11-09,39
REV00464,ORD001144,PRD195,CUST0341,2,Wah ini sih murah meriah tapi berkualitas.,2023-12-27,6
REV00465,ORD000101,PRD085,CUST0409,5,"Untuk harga segini, kualitasnya mantap.",2024-04-22,1
REV00466,ORD002934,PRD045,CUST0703,3,"Bahannya enak banget, jahitan rapi. Recommended!",2023-11-15,0
REV00467,ORD000913,PRD294,CUST0399,5,"Agak mengecewakan, bahannya panas.",2022-01-27,0
REV00468,ORD001651,PRD248,CUST0148,3,,2024-05-12,20
REV00469,ORD000893,PRD233,CUST0216,1,"Modelnya simple, gampang di-mix and match.",2023-08-23,16
REV00470,ORD001333,PRD149,CUST0284,4,"Modelnya keren, fit di badan.",2024-08-10,9
REV00471,ORD000730,PRD001,CUST0774,2,"Kainnya tipis, agak kecewa.",2022-09-11,0
REV00472,ORD000313,PRD139,CUST0620,4,"Bagus banget, suka sama designnya.",2025-01-08,5
REV00473,ORD000532,PRD256,CUST0410,2,"Ukuran sesuai size chart, recommended.",2024-05-28,46
REV00474,ORD000561,PRD272,CUST0050,4,Kualitas oke untuk harga segini.,2023-01-21,4
REV00475,ORD000175,PRD221,CUST0606,5,,2024-10-22,3
REV00476,ORD002768,PRD127,CUST0724,3,"Sesuai deskripsi, akan beli lagi.",2023-02-11,0
REV00477,ORD000415,PRD019,CUST0308,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2024-01-28,17
REV00478,ORD001997,PRD287,CUST0160,4,"Untuk harga segini, kualitasnya mantap.",2023-11-05,10
REV00479,ORD001904,PRD269,CUST0179,1,"Bagus banget, packaging juga aman.",2024-11-10,10
REV00480,ORD002107,PRD149,CUST0034,4,"Ukuran sesuai size chart, recommended.",2022-03-17,2
REV00481,ORD001911,PRD174,CUST0499,5,"Kainnya tipis, agak kecewa.",2024-11-14,0
REV00482,ORD001173,PRD018,CUST0786,5,"Tidak sesuai ekspektasi, kurang puas.",2025-01-08,0
REV00483,ORD001349,PRD056,CUST0592,4,Wah ini sih murah meriah tapi berkualitas.,2024-10-13,5
REV00484,ORD000961,PRD155,CUST0489,5,"Bagus banget, suka sama designnya.",2024-02-16,0
REV00485,ORD001101,PRD152,CUST0327,5,"Tidak sesuai ekspektasi, kurang puas.",2024-05-18,1
REV00486,ORD000643,PRD102,CUST0339,5,"Ukuran pas di badan, warna sesuai foto.",2024-01-23,24
REV00487,ORD001021,PRD206,CUST0683,1,"Ukuran pas di badan, warna sesuai foto.",2022-11-02,10
REV00488,ORD000185,PRD183,CUST0273,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-05-07,2
REV00489,ORD001271,PRD272,CUST0530,5,"Sesuai deskripsi, akan beli lagi.",2022-01-15,18
REV00490,ORD000180,PRD032,CUST0365,5,"Tidak sesuai ekspektasi, kurang puas.",2025-01-02,0
REV00491,ORD002071,PRD271,CUST0095,5,"Modelnya simple, gampang di-mix and match.",2024-08-31,2
REV00492,ORD000820,PRD107,CUST0525,5,"Suka banget, repeat order pasti.",2024-05-17,7
REV00493,ORD002407,PRD082,CUST0645,2,"Kainnya tipis, agak kecewa.",2025-01-03,0
REV00494,ORD001415,PRD082,CUST0108,5,"Bahannya enak banget, jahitan rapi. Recommended!",2025-02-16,9
REV00495,ORD001363,PRD006,CUST0410,5,Worth it dengan harganya.,2023-06-17,17
REV00496,ORD001397,PRD262,CUST0673,3,Produknya bagus tapi pengiriman lama.,2023-01-12,48
REV00497,ORD000834,PRD100,CUST0726,2,"Awalnya ragu, ternyata kualitasnya oke.",2023-06-22,0
REV00498,ORD002704,PRD027,CUST0475,5,Pengiriman ngaret tapi barang bagus.,2024-02-15,4
REV00499,ORD001156,PRD167,CUST0484,5,"Ukuran sesuai size chart, recommended.",2024-07-23,4
REV00500,ORD000342,PRD168,CUST0158,2,"Modelnya simple, gampang di-mix and match.",2024-09-17,44
REV00501,ORD000629,PRD104,CUST0461,5,"Cocok buat hangout, modelnya kekinian.",2023-12-09,0
REV00502,ORD000048,PRD106,CUST0151,5,"Agak mengecewakan, bahannya panas.",2024-03-04,10
REV00503,ORD001105,PRD200,CUST0213,4,"Tidak sesuai ekspektasi, kurang puas.",2024-07-24,8
REV00504,ORD000556,PRD205,CUST0149,3,Produknya bagus tapi pengiriman lama.,2024-07-07,0
REV00505,ORD000348,PRD173,CUST0420,4,"Awalnya ragu, ternyata kualitasnya oke.",2023-01-03,6
REV00506,ORD001434,PRD269,CUST0725,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-06-01,3
REV00507,ORD000215,PRD256,CUST0665,4,"Bahan premium, jahitan kuat.",2023-08-13,17
REV00508,ORD002194,PRD084,CUST0422,5,,2024-12-01,8
REV00509,ORD002121,PRD239,CUST0144,3,"Awalnya ragu, ternyata kualitasnya oke.",2023-04-16,0
REV00510,ORD001005,PRD228,CUST0498,3,"Mantap, langganan terus dari sini.",2025-01-23,7
REV00511,ORD000132,PRD084,CUST0135,4,"Awalnya ragu, ternyata kualitasnya oke.",2024-01-12,0
REV00512,ORD002702,PRD172,CUST0105,5,"Sesuai deskripsi, akan beli lagi.",2023-12-15,7
REV00513,ORD000783,PRD178,CUST0182,4,"Tidak sesuai ekspektasi, kurang puas.",2022-11-14,7
REV00514,ORD002226,PRD115,CUST0239,5,"Ukuran pas di badan, warna sesuai foto.",2024-09-25,2
REV00515,ORD002947,PRD222,CUST0363,4,Kualitas oke untuk harga segini.,2022-02-06,0
REV00516,ORD000174,PRD094,CUST0153,4,Wah ini sih murah meriah tapi berkualitas.,2023-06-06,1
REV00517,ORD002012,PRD220,CUST0727,1,"Awalnya ragu, ternyata kualitasnya oke.",2023-05-20,13
REV00518,ORD000911,PRD255,CUST0103,4,,2024-04-22,0
REV00519,ORD001763,PRD055,CUST0450,3,"Modelnya keren, fit di badan.",2024-05-05,0
REV00520,ORD001943,PRD117,CUST0790,3,Pengiriman ngaret tapi barang bagus.,2024-09-23,0
REV00521,ORD001657,PRD255,CUST0574,5,"Bahannya enak banget, jahitan rapi. Recommended!",2023-06-20,23
REV00522,ORD000574,PRD021,CUST0707,5,"Suka banget, repeat order pasti.",2024-12-26,0
REV00523,ORD001411,PRD226,CUST0187,4,"Modelnya keren, fit di badan.",2023-04-14,5
REV00524,ORD001765,PRD188,CUST0554,1,"Awalnya ragu, ternyata kualitasnya oke.",2024-03-17,0
REV00525,ORD002968,PRD068,CUST0565,5,"Bagus banget, packaging juga aman.",2025-01-07,8
REV00526,ORD001419,PRD278,CUST0025,5,"Ukuran pas di badan, warna sesuai foto.",2022-09-27,0
REV00527,ORD000836,PRD229,CUST0451,5,"Cocok buat hangout, modelnya kekinian.",2024-02-18,0
REV00528,ORD002251,PRD033,CUST0414,5,"Cocok buat hangout, modelnya kekinian.",2023-12-19,0
REV00529,ORD001395,PRD044,CUST0127,3,"Ukuran pas di badan, warna sesuai foto.",2024-03-01,2
REV00530,ORD001887,PRD059,CUST0060,4,Wah ini sih murah meriah tapi berkualitas.,2023-01-13,3
REV00531,ORD002265,PRD054,CUST0492,4,"Produk original, terima kasih seller.",2022-02-10,0
REV00532,ORD001906,PRD178,CUST0620,5,"Untuk harga segini, kualitasnya mantap.",2023-04-06,0
REV00533,ORD001110,PRD211,CUST0024,3,"Tidak sesuai ekspektasi, kurang puas.",2023-03-27,17
REV00534,ORD001396,PRD031,CUST0338,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-09-04,37
REV00535,ORD002231,PRD120,CUST0224,1,,2024-06-11,0
REV00536,ORD001361,PRD178,CUST0083,1,,2024-11-26,12
REV00537,ORD000318,PRD152,CUST0266,4,"Suka banget, repeat order pasti.",2024-07-15,21
REV00538,ORD000955,PRD274,CUST0229,2,"Ukuran sesuai size chart, recommended.",2024-11-25,3
REV00539,ORD000745,PRD179,CUST0175,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2024-11-03,5
REV00540,ORD002842,PRD089,CUST0331,5,"Untuk harga segini, kualitasnya mantap.",2024-01-05,0
REV00541,ORD000693,PRD014,CUST0620,3,"Agak mengecewakan, bahannya panas.",2023-03-31,0
REV00542,ORD002195,PRD239,CUST0289,5,"Bahan premium, jahitan kuat.",2023-08-09,2
